,min,avg
2632,442.0,505.67
2633,433.0,505.2
2634,420.0,505.72
2635,432.0,505.8
2636,428.0,505.24
2637,411.0,504.42
2638,435.0,505.16
2639,433.0,505.69
2640,428.0,506.33
2641,435.0,506.08
2642,425.0,506.81
2643,427.0,506.64
2644,435.0,505.78
2645,424.0,506.5
2646,438.0,506.7
2647,450.0,507.33
2648,445.0,506.69
2649,431.0,505.9
2650,454.0,504.61
2651,433.0,504.66
2652,452.0,506.5
2653,434.0,506.34
2654,450.0,506.13
2655,451.0,506.25
2656,444.0,505.33
2657,441.0,504.98
2658,434.0,505.19
2659,425.0,503.94
2660,436.0,504.12
2661,430.0,504.29
2662,431.0,504.14
2663,422.0,504.47
2664,417.0,506.4
2665,438.0,506.37
2666,440.0,507.45
2667,412.0,506.79
2668,423.0,505.38
2669,438.0,506.42
2670,433.0,505.76
2671,431.0,505.19
2672,438.0,506.17
2673,440.0,505.92
2674,441.0,505.23
2675,447.0,505.41
2676,438.0,505.43
2677,456.0,506.91
2678,439.0,507.53
2679,427.0,507.76
2680,433.0,508.16
2681,435.0,509.56
2682,417.0,509.05
2683,432.0,508.82
2684,443.0,508.37
2685,428.0,509.01
2686,436.0,510.97
2687,447.0,510.99
2688,439.0,509.97
2689,436.0,508.77
2690,417.0,509.36
2691,425.0,510.23
2692,431.0,511.02
2693,436.0,512.33
2694,422.0,512.19
2695,451.0,512.73
2696,438.0,510.67
2697,449.0,512.23
2698,453.0,510.23
2699,435.0,509.32
2700,446.0,509.0
2701,449.0,508.54
2702,438.0,509.15
2703,442.0,507.83
2704,450.0,506.61
2705,446.0,507.95
2706,442.0,508.32
2707,456.0,507.66
2708,446.0,507.92
2709,416.0,508.27
2710,435.0,508.95
2711,434.0,508.83
2712,444.0,510.56
2713,439.0,510.03
2714,429.0,509.12
2715,434.0,509.16
2716,451.0,507.09
2717,419.0,504.96
2718,423.0,504.14
2719,423.0,504.58
2720,422.0,504.5
2721,428.0,504.75
2722,435.0,503.96
2723,432.0,504.91
2724,423.0,504.85
2725,428.0,503.8
2726,436.0,502.93
2727,439.0,501.4
2728,423.0,503.5
2729,426.0,502.67
2730,427.0,501.68
2731,428.0,501.29
2732,456.0,502.43
2733,455.0,504.11
2734,449.0,505.2
2735,430.0,505.89
2736,436.0,506.03
2737,441.0,506.45
2738,439.0,505.43
2739,411.0,505.62
2740,417.0,503.41
2741,428.0,503.67
2742,418.0,501.72
2743,435.0,501.97
2744,387.0,501.65
2745,404.0,501.95
2746,423.0,502.48
2747,430.0,501.56
2748,437.0,501.91
2749,432.0,504.09
2750,435.0,504.57
2751,423.0,503.75
2752,430.0,503.65
2753,439.0,503.28
2754,433.0,503.82
2755,411.0,503.19
2756,413.0,504.21
2757,410.0,504.49
2758,416.0,505.06
2759,411.0,504.55
2760,435.0,503.84
2761,437.0,503.98
2762,430.0,504.51
2763,453.0,504.89
2764,451.0,505.44
2765,431.0,507.81
2766,440.0,509.61
2767,439.0,510.21
2768,458.0,510.16
2769,444.0,509.68
2770,430.0,510.77
2771,403.0,509.95
2772,425.0,510.44
2773,430.0,510.04
2774,426.0,510.08
2775,440.0,510.34
2776,444.0,509.95
2777,432.0,510.06
2778,449.0,509.79
2779,449.0,510.25
2780,442.0,510.44
2781,406.0,509.97
2782,418.0,509.31
2783,434.0,508.59
2784,426.0,507.96
2785,418.0,505.97
2786,432.0,507.43
2787,454.0,507.49
2788,444.0,507.42
2789,442.0,507.04
2790,428.0,506.17
2791,426.0,507.47
2792,420.0,507.99
2793,433.0,509.4
2794,426.0,509.54
2795,442.0,508.37
2796,447.0,509.41
2797,422.0,509.17
2798,412.0,508.35
2799,444.0,506.62
2800,446.0,506.96
2801,421.0,505.99
2802,437.0,506.82
2803,438.0,507.94
2804,422.0,508.63
2805,448.0,509.97
2806,428.0,509.69
2807,422.0,509.92
2808,441.0,510.81
2809,437.0,509.51
2810,457.0,511.2
2811,448.0,510.16
2812,434.0,510.12
2813,429.0,509.49
2814,439.0,508.3
2815,437.0,509.71
2816,428.0,509.22
2817,429.0,510.19
2818,433.0,510.16
2819,416.0,510.0
2820,431.0,509.81
2821,435.0,510.23
2822,438.0,510.82
2823,432.0,511.58
2824,446.0,510.74
2825,438.0,509.94
2826,439.0,509.41
2827,437.0,509.31
2828,425.0,508.31
2829,430.0,507.87
2830,431.0,507.7
2831,414.0,508.47
2832,437.0,506.09
2833,420.0,505.05
2834,420.0,503.92
2835,430.0,502.57
2836,434.0,502.18
2837,438.0,501.91
2838,445.0,502.81
2839,442.0,500.39
2840,439.0,501.54
2841,436.0,503.04
2842,440.0,503.28
2843,435.0,504.82
2844,416.0,505.9
2845,438.0,505.02
2846,452.0,504.83
2847,441.0,506.8
2848,443.0,505.66
2849,430.0,505.81
2850,422.0,505.84
2851,436.0,507.3
2852,443.0,506.28
2853,445.0,505.86
2854,422.0,505.71
2855,420.0,506.55
2856,424.0,506.5
2857,449.0,506.59
2858,449.0,507.25
2859,444.0,506.21
2860,437.0,503.73
2861,435.0,502.38
2862,427.0,501.06
2863,420.0,499.66
2864,409.0,499.26
2865,435.0,499.28
2866,427.0,499.41
2867,398.0,500.36
2868,434.0,501.75
2869,398.0,500.55
2870,420.0,501.67
2871,442.0,503.31
2872,430.0,502.03
2873,439.0,502.38
2874,431.0,502.6
2875,444.0,503.49
2876,445.0,502.9
2877,419.0,502.21
2878,433.0,503.2
2879,433.0,503.51
2880,450.0,504.65
2881,436.0,505.18
2882,438.0,506.21
2883,438.0,506.2
2884,425.0,504.73
2885,427.0,505.5
2886,445.0,502.66
2887,441.0,503.9
2888,432.0,504.7
2889,435.0,503.41
2890,445.0,503.32
2891,432.0,502.52
2892,418.0,503.74
2893,410.0,505.64
2894,406.0,505.51
2895,398.0,505.59
2896,433.0,504.78
2897,411.0,503.4
2898,425.0,502.23
2899,412.0,505.43
2900,403.0,503.8
2901,409.0,502.14
2902,403.0,501.39
2903,429.0,501.59
2904,432.0,501.11
2905,395.0,501.53
2906,415.0,502.73
2907,416.0,504.29
2908,424.0,502.47
2909,446.0,502.29
2910,425.0,502.63
2911,429.0,502.43
2912,426.0,502.43
2913,420.0,502.3
2914,434.0,501.2
2915,436.0,502.4
2916,428.0,502.8
2917,435.0,502.46
2918,426.0,501.87
2919,413.0,501.46
2920,419.0,502.27
2921,407.0,502.92
2922,407.0,503.3
2923,414.0,504.11
2924,426.0,503.93
2925,420.0,504.48
2926,432.0,503.3
2927,426.0,503.33
2928,439.0,502.93
2929,435.0,503.54
2930,425.0,503.92
2931,408.0,506.7
2932,403.0,507.03
2933,444.0,506.5
2934,432.0,507.06
2935,440.0,505.7
2936,441.0,506.81
2937,427.0,507.28
2938,438.0,509.59
2939,429.0,508.59
2940,440.0,508.79
2941,448.0,508.17
2942,443.0,506.62
2943,420.0,505.94
2944,433.0,504.24
2945,442.0,504.93
2946,439.0,504.82
2947,431.0,504.03
2948,433.0,503.95
2949,429.0,503.25
2950,428.0,504.11
2951,424.0,503.52
2952,433.0,503.52
2953,430.0,504.62
2954,448.0,506.85
2955,433.0,507.07
2956,415.0,507.84
2957,442.0,506.58
2958,450.0,508.1
2959,411.0,508.53
2960,431.0,507.18
2961,424.0,508.64
2962,407.0,508.13
2963,443.0,506.93
2964,441.0,506.3
2965,436.0,508.01
2966,436.0,508.64
2967,433.0,507.51
2968,420.0,507.16
2969,449.0,507.59
2970,418.0,508.25
2971,437.0,508.53
2972,431.0,507.66
2973,421.0,508.12
2974,407.0,509.19
2975,436.0,508.92
2976,432.0,507.72
2977,413.0,507.14
2978,428.0,508.14
2979,431.0,508.15
2980,429.0,505.65
2981,433.0,506.69
2982,438.0,506.94
2983,438.0,506.45
2984,422.0,506.3
2985,430.0,504.96
2986,430.0,503.3
2987,427.0,504.8
2988,449.0,506.8
2989,437.0,506.68
2990,426.0,506.95
2991,440.0,507.76
2992,434.0,506.38
2993,417.0,505.62
2994,425.0,506.45
2995,429.0,506.4
2996,434.0,507.92
2997,429.0,508.96
2998,440.0,509.38
2999,434.0,510.06
3000,439.0,510.98
3001,419.0,510.98
3002,439.0,510.82
3003,444.0,510.14
3004,442.0,510.61
3005,448.0,509.95
3006,428.0,509.71
3007,451.0,510.3
3008,430.0,511.03
3009,441.0,509.78
3010,436.0,510.39
3011,435.0,509.24
3012,435.0,509.76
3013,441.0,509.45
3014,425.0,510.6
3015,451.0,511.19
3016,438.0,511.02
3017,448.0,511.27
3018,415.0,510.71
3019,435.0,510.7
3020,441.0,513.16
3021,443.0,512.81
3022,426.0,513.25
3023,446.0,512.7
3024,436.0,511.84
3025,447.0,510.66
3026,444.0,509.51
3027,425.0,510.08
3028,448.0,510.03
3029,451.0,510.18
3030,432.0,509.52
3031,435.0,509.75
3032,442.0,511.94
3033,439.0,511.68
3034,437.0,511.86
3035,454.0,510.41
3036,439.0,510.37
3037,403.0,510.44
3038,419.0,510.19
3039,442.0,509.84
3040,439.0,508.37
3041,443.0,508.61
3042,420.0,509.18
3043,439.0,508.53
3044,451.0,507.93
3045,455.0,509.39
3046,439.0,508.49
3047,440.0,507.92
3048,421.0,508.95
3049,438.0,509.71
3050,443.0,510.58
3051,434.0,509.65
3052,458.0,509.6
3053,447.0,510.41
3054,461.0,512.08
3055,456.0,510.87
3056,449.0,509.49
3057,441.0,509.28
3058,453.0,510.3
3059,448.0,510.4
3060,440.0,510.42
3061,435.0,509.06
3062,423.0,509.52
3063,445.0,510.25
3064,439.0,509.66
3065,454.0,509.42
3066,426.0,509.53
3067,431.0,509.61
3068,449.0,510.86
3069,447.0,510.66
3070,446.0,511.87
3071,439.0,512.07
3072,449.0,512.16
3073,446.0,511.86
3074,450.0,510.32
3075,441.0,509.78
3076,444.0,509.05
3077,455.0,509.95
3078,452.0,508.63
3079,437.0,510.2
3080,450.0,509.53
3081,417.0,508.71
3082,432.0,508.19
3083,422.0,507.83
3084,433.0,507.98
3085,422.0,508.93
3086,448.0,509.2
3087,454.0,509.07
3088,438.0,508.98
3089,434.0,510.38
3090,447.0,509.93
3091,429.0,510.14
3092,429.0,511.16
3093,417.0,511.73
3094,431.0,510.08
3095,434.0,512.47
3096,442.0,512.09
3097,446.0,511.88
3098,431.0,511.51
3099,439.0,512.09
3100,416.0,511.13
3101,439.0,510.56
3102,447.0,509.09
3103,453.0,509.23
3104,435.0,508.78
3105,445.0,509.82
3106,425.0,508.94
3107,458.0,509.37
3108,438.0,510.09
3109,443.0,509.05
3110,445.0,509.44
3111,442.0,509.66
3112,439.0,508.47
3113,435.0,506.84
3114,428.0,506.9
3115,438.0,506.81
3116,423.0,506.36
3117,426.0,508.39
3118,417.0,508.78
3119,435.0,509.18
3120,428.0,507.98
3121,430.0,506.39
3122,437.0,507.64
3123,423.0,507.02
3124,429.0,506.81
3125,433.0,506.49
3126,426.0,505.33
3127,423.0,505.12
3128,426.0,504.33
3129,421.0,503.5
3130,424.0,504.05
3131,425.0,504.0
3132,441.0,505.56
3133,412.0,505.83
3134,424.0,505.76
3135,413.0,505.39
3136,445.0,505.12
3137,432.0,504.03
3138,411.0,504.69
3139,437.0,504.82
3140,421.0,506.99
3141,435.0,506.71
3142,444.0,506.62
3143,444.0,507.49
3144,432.0,506.91
3145,439.0,506.94
3146,451.0,507.35
3147,437.0,508.89
3148,432.0,508.74
3149,415.0,509.53
3150,436.0,509.29
3151,432.0,508.83
3152,430.0,507.87
3153,428.0,509.77
3154,429.0,509.3
3155,423.0,508.14
3156,431.0,508.18
3157,428.0,508.59
3158,423.0,508.26
3159,432.0,510.36
3160,454.0,510.65
3161,431.0,508.51
3162,434.0,507.58
3163,443.0,507.62
3164,443.0,506.95
3165,453.0,507.24
3166,423.0,507.11
3167,450.0,507.48
3168,446.0,507.05
3169,422.0,508.37
3170,410.0,506.59
3171,437.0,506.14
3172,457.0,506.67
3173,444.0,504.31
3174,439.0,504.81
3175,440.0,502.88
3176,444.0,505.16
3177,444.0,504.98
3178,449.0,504.81
3179,417.0,505.2
3180,443.0,505.86
3181,435.0,503.44
3182,439.0,502.84
3183,432.0,502.87
3184,439.0,503.03
3185,437.0,504.07
3186,423.0,506.43
3187,437.0,505.93
3188,444.0,504.68
3189,423.0,504.34
3190,429.0,505.31
3191,437.0,505.93
3192,433.0,506.05
3193,432.0,505.86
3194,402.0,506.74
3195,425.0,506.3
3196,417.0,506.27
3197,426.0,506.29
3198,421.0,506.31
3199,439.0,505.54
3200,432.0,504.55
3201,417.0,505.1
3202,435.0,505.88
3203,430.0,506.33
3204,426.0,504.68
3205,425.0,504.31
3206,425.0,503.64
3207,426.0,505.35
3208,414.0,505.85
3209,421.0,506.01
3210,431.0,505.67
3211,414.0,505.37
3212,421.0,506.09
3213,420.0,504.89
3214,413.0,504.84
3215,421.0,505.87
3216,420.0,503.78
3217,424.0,504.52
3218,401.0,504.48
3219,437.0,505.59
3220,416.0,505.89
3221,435.0,506.93
3222,451.0,508.5
3223,441.0,509.14
3224,428.0,511.12
3225,430.0,509.85
3226,442.0,509.27
3227,420.0,508.73
3228,426.0,507.59
3229,431.0,507.72
3230,435.0,507.04
3231,432.0,507.39
3232,443.0,507.5
3233,434.0,507.94
3234,431.0,508.34
3235,442.0,506.93
3236,437.0,506.89
3237,438.0,507.0
3238,439.0,507.85
3239,444.0,508.64
3240,447.0,507.36
3241,439.0,507.43
3242,438.0,507.82
3243,415.0,507.39
3244,438.0,508.26
3245,438.0,508.69
3246,427.0,508.21
3247,431.0,507.69
3248,432.0,506.13
3249,430.0,505.76
3250,439.0,505.65
3251,436.0,505.75
3252,428.0,505.8
3253,432.0,504.25
3254,407.0,505.59
3255,403.0,505.28
3256,450.0,505.05
3257,434.0,504.66
3258,430.0,502.93
3259,423.0,504.29
3260,431.0,506.21
3261,435.0,505.98
3262,450.0,505.48
3263,446.0,503.38
3264,433.0,503.89
3265,439.0,503.91
3266,438.0,504.67
3267,439.0,505.41
3268,422.0,503.84
3269,436.0,502.52
3270,433.0,504.24
3271,443.0,505.31
3272,441.0,504.97
3273,443.0,504.05
3274,449.0,505.36
3275,449.0,504.09
3276,426.0,503.02
3277,428.0,502.22
3278,430.0,502.18
3279,437.0,501.96
3280,425.0,501.14
3281,399.0,500.91
3282,426.0,500.65
3283,418.0,500.8
3284,430.0,501.74
3285,426.0,502.07
3286,404.0,501.94
3287,391.0,502.92
3288,410.0,502.24
3289,436.0,501.17
3290,409.0,501.77
3291,428.0,501.94
3292,433.0,502.25
3293,423.0,501.85
3294,426.0,502.54
3295,431.0,502.58
3296,421.0,501.49
3297,438.0,502.09
3298,391.0,502.31
3299,425.0,502.2
3300,433.0,503.44
3301,433.0,503.62
3302,432.0,503.41
3303,428.0,504.16
3304,417.0,504.33
3305,421.0,504.38
3306,417.0,506.66
3307,444.0,506.56
3308,422.0,507.6
3309,405.0,506.81
3310,430.0,506.83
3311,450.0,507.86
3312,441.0,507.36
3313,435.0,507.9
3314,433.0,507.2
3315,441.0,507.85
3316,442.0,507.24
3317,444.0,506.15
3318,439.0,505.93
3319,416.0,505.51
3320,445.0,505.58
3321,437.0,506.46
3322,450.0,507.73
3323,455.0,507.65
3324,448.0,506.1
3325,440.0,506.45
3326,443.0,507.62
3327,457.0,507.96
3328,435.0,509.28
3329,438.0,507.77
3330,443.0,506.77
3331,444.0,506.15
3332,432.0,504.19
3333,446.0,504.11
3334,437.0,505.91
3335,444.0,507.14
3336,442.0,507.22
3337,442.0,507.13
3338,445.0,505.74
3339,451.0,508.57
3340,445.0,508.05
3341,415.0,508.42
3342,417.0,507.75
3343,437.0,507.65
3344,422.0,508.73
3345,426.0,508.81
3346,417.0,508.36
3347,432.0,508.0
3348,425.0,508.44
3349,427.0,507.65
3350,442.0,506.48
3351,454.0,506.97
3352,435.0,506.37
3353,444.0,506.88
3354,443.0,506.79
3355,438.0,506.71
3356,442.0,507.5
3357,451.0,505.85
3358,430.0,506.53
3359,419.0,505.69
3360,412.0,505.96
3361,421.0,506.16
3362,439.0,506.71
3363,445.0,505.09
3364,433.0,506.25
3365,424.0,507.24
3366,427.0,506.93
3367,428.0,506.33
3368,429.0,507.11
3369,437.0,507.01
3370,437.0,506.8
3371,431.0,506.4
3372,434.0,505.64
3373,439.0,505.44
3374,448.0,505.47
3375,447.0,506.34
3376,446.0,506.93
3377,424.0,506.19
3378,436.0,505.08
3379,439.0,504.25
3380,413.0,505.31
3381,449.0,505.96
3382,435.0,505.12
3383,450.0,505.2
3384,444.0,505.03
3385,447.0,505.28
3386,413.0,503.88
3387,432.0,503.88
3388,408.0,503.97
3389,432.0,502.92
3390,447.0,505.26
3391,454.0,504.47
3392,432.0,505.55
3393,433.0,506.83
3394,452.0,506.48
3395,443.0,507.63
3396,446.0,508.27
3397,445.0,508.82
3398,446.0,508.26
3399,446.0,507.61
3400,428.0,506.48
3401,434.0,506.05
3402,434.0,504.59
3403,439.0,505.66
3404,456.0,506.7
3405,452.0,508.04
3406,431.0,508.49
3407,405.0,509.35
3408,424.0,509.43
3409,433.0,511.19
3410,450.0,510.22
3411,458.0,509.88
3412,439.0,508.49
3413,451.0,507.42
3414,447.0,509.16
3415,442.0,509.64
3416,436.0,510.13
3417,448.0,510.96
3418,432.0,510.54
3419,440.0,509.96
3420,432.0,510.69
3421,437.0,509.54
3422,435.0,511.0
3423,438.0,511.26
3424,427.0,510.72
3425,426.0,510.5
3426,414.0,509.36
3427,436.0,509.75
3428,435.0,510.05
3429,446.0,510.62
3430,453.0,511.22
3431,453.0,510.85
3432,459.0,511.04
3433,433.0,510.98
3434,429.0,511.81
3435,449.0,512.39
3436,441.0,512.46
3437,440.0,513.62
3438,433.0,513.08
3439,431.0,511.82
3440,432.0,511.41
3441,439.0,510.87
3442,446.0,509.62
3443,442.0,510.33
3444,442.0,511.05
3445,433.0,509.85
3446,433.0,510.53
3447,430.0,510.78
3448,445.0,509.53
3449,421.0,509.58
3450,419.0,510.43
3451,446.0,509.17
3452,416.0,510.17
3453,427.0,510.62
3454,424.0,510.86
3455,420.0,510.39
3456,437.0,509.08
3457,428.0,507.8
3458,437.0,506.47
3459,443.0,505.55
3460,448.0,506.28
3461,445.0,505.09
3462,431.0,504.28
3463,427.0,502.82
3464,445.0,504.63
3465,425.0,506.84
3466,439.0,507.59
3467,409.0,506.6
3468,439.0,508.02
3469,422.0,507.25
3470,429.0,507.16
3471,433.0,509.82
3472,436.0,508.59
3473,451.0,508.44
3474,440.0,508.54
3475,425.0,509.91
3476,451.0,510.14
3477,433.0,510.65
3478,434.0,510.66
3479,440.0,511.97
3480,423.0,510.73
3481,434.0,512.09
3482,422.0,511.11
3483,429.0,511.98
3484,423.0,511.84
3485,421.0,509.9
3486,440.0,509.44
3487,428.0,510.39
3488,429.0,510.23
3489,450.0,509.94
3490,423.0,509.02
3491,429.0,508.67
3492,429.0,508.41
3493,431.0,507.63
3494,444.0,506.99
3495,441.0,507.67
3496,436.0,506.62
3497,411.0,506.67
3498,445.0,508.38
3499,441.0,508.51
3500,433.0,506.97
3501,441.0,506.29
3502,437.0,506.3
3503,452.0,505.56
3504,445.0,506.61
3505,440.0,505.74
3506,434.0,505.74
3507,441.0,505.34
3508,446.0,505.42
3509,433.0,506.97
3510,438.0,507.0
3511,440.0,506.84
3512,428.0,506.69
3513,426.0,506.49
3514,445.0,507.81
3515,456.0,507.14
3516,442.0,506.62
3517,416.0,507.49
3518,431.0,508.27
3519,421.0,506.9
3520,451.0,508.94
3521,457.0,507.8
3522,450.0,505.26
3523,443.0,506.15
3524,451.0,508.85
3525,427.0,508.75
3526,445.0,507.87
3527,418.0,506.99
3528,417.0,508.21
3529,435.0,508.1
3530,426.0,508.15
3531,439.0,508.67
3532,448.0,508.99
3533,430.0,509.18
3534,438.0,509.26
3535,440.0,509.34
3536,442.0,507.94
3537,427.0,506.44
3538,433.0,506.63
3539,436.0,506.63
3540,432.0,507.09
3541,439.0,508.0
3542,444.0,508.12
3543,425.0,507.12
3544,446.0,506.64
3545,427.0,505.89
3546,435.0,505.24
3547,436.0,505.84
3548,425.0,504.75
3549,444.0,506.01
3550,440.0,506.37
3551,422.0,506.94
3552,438.0,507.05
3553,444.0,505.62
3554,424.0,506.1
3555,425.0,506.05
3556,425.0,504.87
3557,441.0,505.75
3558,452.0,506.25
3559,426.0,507.71
3560,399.0,509.8
3561,451.0,511.49
3562,422.0,511.2
3563,445.0,511.27
3564,441.0,511.72
3565,427.0,512.39
3566,430.0,512.44
3567,421.0,512.65
3568,436.0,511.59
3569,436.0,510.96
3570,431.0,511.47
3571,430.0,511.11
3572,428.0,510.49
3573,409.0,512.21
3574,413.0,511.84
3575,454.0,510.44
3576,458.0,508.41
3577,438.0,507.26
3578,430.0,508.43
3579,444.0,508.2
3580,438.0,510.25
3581,404.0,510.63
3582,414.0,511.27
3583,402.0,513.0
3584,402.0,512.11
3585,409.0,511.51
3586,434.0,509.63
3587,432.0,509.12
3588,430.0,508.93
3589,426.0,508.65
3590,444.0,507.84
3591,456.0,508.87
3592,444.0,508.71
3593,449.0,509.09
3594,457.0,508.51
3595,436.0,508.02
3596,411.0,507.06
3597,438.0,506.32
3598,436.0,506.0
3599,429.0,504.63
3600,435.0,504.01
3601,434.0,502.62
3602,433.0,502.91
3603,445.0,502.86
3604,431.0,503.69
3605,440.0,503.26
3606,433.0,502.75
3607,450.0,503.78
3608,430.0,503.11
3609,440.0,505.64
3610,440.0,505.1
3611,430.0,505.01
3612,429.0,507.47
3613,451.0,508.33
3614,446.0,506.75
3615,436.0,505.95
3616,437.0,507.11
3617,450.0,508.02
3618,445.0,507.32
3619,454.0,507.05
3620,453.0,507.28
3621,455.0,507.73
3622,449.0,507.46
3623,424.0,506.26
3624,436.0,507.37
3625,411.0,507.67
3626,406.0,508.39
3627,410.0,508.92
3628,409.0,508.33
3629,435.0,508.49
3630,439.0,508.89
3631,436.0,508.75
3632,427.0,509.15
3633,438.0,510.36
3634,433.0,511.7
3635,420.0,509.92
3636,439.0,510.33
3637,432.0,509.74
3638,439.0,508.79
3639,429.0,508.99
3640,428.0,509.47
3641,425.0,511.68
3642,426.0,510.95
3643,434.0,510.19
3644,424.0,509.77
3645,437.0,509.04
3646,442.0,509.48
3647,421.0,509.93
3648,429.0,509.07
3649,449.0,510.08
3650,430.0,509.19
3651,428.0,509.82
3652,438.0,510.92
3653,422.0,512.22
3654,455.0,512.79
3655,437.0,512.02
3656,449.0,510.24
3657,436.0,511.84
3658,428.0,510.56
3659,428.0,509.87
3660,448.0,510.44
3661,440.0,511.64
3662,443.0,512.98
3663,451.0,513.44
3664,440.0,513.38
3665,456.0,511.62
3666,452.0,509.68
3667,405.0,509.4
3668,437.0,509.27
3669,428.0,508.4
3670,423.0,508.11
3671,432.0,507.45
3672,438.0,507.14
3673,427.0,505.72
3674,430.0,506.58
3675,430.0,507.45
3676,448.0,505.37
3677,454.0,504.65
3678,433.0,505.06
3679,416.0,504.47
3680,431.0,504.92
3681,426.0,503.92
3682,432.0,503.72
3683,398.0,503.79
3684,386.0,503.43
3685,423.0,503.75
3686,431.0,504.86
3687,423.0,506.65
3688,436.0,505.61
3689,420.0,504.43
3690,418.0,503.84
3691,444.0,504.65
3692,419.0,505.28
3693,426.0,503.41
3694,431.0,502.59
3695,423.0,502.91
3696,426.0,502.01
3697,448.0,500.84
3698,422.0,502.01
3699,427.0,501.71
3700,434.0,503.83
3701,422.0,504.2
3702,430.0,505.26
3703,413.0,504.9
3704,427.0,506.4
3705,449.0,505.34
3706,442.0,505.93
3707,445.0,506.31
3708,443.0,506.32
3709,436.0,506.06
3710,431.0,506.41
3711,451.0,507.16
3712,441.0,506.24
3713,438.0,505.54
3714,434.0,505.74
3715,423.0,505.66
3716,444.0,507.14
3717,398.0,507.86
3718,426.0,507.53
3719,432.0,507.28
3720,448.0,506.72
3721,420.0,505.99
3722,431.0,506.84
3723,438.0,507.13
3724,426.0,506.92
3725,421.0,509.05
3726,415.0,508.13
3727,415.0,507.36
3728,420.0,506.54
3729,451.0,506.81
3730,425.0,507.8
3731,437.0,505.75
3732,389.0,506.49
3733,398.0,508.57
3734,417.0,508.34
3735,416.0,509.59
3736,431.0,509.2
3737,434.0,508.81
3738,442.0,508.71
3739,442.0,509.86
3740,437.0,508.86
3741,418.0,507.99
3742,400.0,507.94
3743,418.0,509.23
3744,443.0,509.77
3745,437.0,508.67
3746,445.0,508.12
3747,439.0,507.17
3748,439.0,506.73
3749,435.0,506.18
3750,426.0,507.9
3751,441.0,507.28
3752,441.0,508.23
3753,445.0,508.27
3754,433.0,508.2
3755,441.0,505.89
3756,442.0,506.97
3757,428.0,507.6
3758,411.0,507.1
3759,429.0,506.68
3760,427.0,505.82
3761,417.0,506.45
3762,404.0,505.51
3763,424.0,505.02
3764,439.0,504.97
3765,453.0,505.2
3766,421.0,504.29
3767,420.0,503.06
3768,421.0,503.15
3769,440.0,501.56
3770,412.0,501.95
3771,422.0,503.18
3772,393.0,503.49
3773,414.0,503.35
3774,430.0,504.38
3775,436.0,506.77
3776,440.0,506.24
3777,424.0,506.35
3778,452.0,508.83
3779,454.0,508.35
3780,455.0,508.0
3781,448.0,506.91
3782,440.0,506.85
3783,439.0,507.91
3784,430.0,505.48
3785,445.0,507.04
3786,448.0,506.27
3787,445.0,507.85
3788,448.0,507.56
3789,438.0,507.78
3790,425.0,508.17
3791,451.0,508.17
3792,416.0,507.36
3793,418.0,507.56
3794,440.0,507.25
3795,456.0,506.03
3796,445.0,506.4
3797,445.0,506.54
3798,447.0,506.86
3799,451.0,505.63
3800,420.0,506.81
3801,444.0,508.47
3802,452.0,508.25
3803,448.0,507.88
3804,444.0,507.99
3805,443.0,508.17
3806,443.0,506.77
3807,442.0,506.25
3808,425.0,505.81
3809,446.0,505.44
3810,430.0,505.49
3811,442.0,506.05
3812,416.0,507.4
3813,429.0,508.48
3814,439.0,506.81
3815,410.0,506.31
3816,439.0,505.25
3817,420.0,504.83
3818,439.0,504.32
3819,438.0,504.76
3820,427.0,503.85
3821,426.0,503.22
3822,423.0,502.25
3823,436.0,502.34
3824,438.0,504.83
3825,445.0,505.0
3826,442.0,505.02
3827,415.0,503.77
3828,403.0,503.7
3829,408.0,503.87
3830,424.0,503.15
3831,437.0,504.26
3832,443.0,502.93
3833,437.0,503.6
3834,428.0,505.72
3835,443.0,504.88
3836,434.0,506.51
3837,427.0,506.87
3838,440.0,507.75
3839,439.0,507.92
3840,435.0,506.04
3841,429.0,504.61
3842,442.0,505.78
3843,427.0,506.45
3844,418.0,506.57
3845,417.0,506.29
3846,426.0,506.48
3847,446.0,507.02
3848,447.0,505.17
3849,430.0,504.48
3850,441.0,506.63
3851,419.0,506.46
3852,436.0,506.66
3853,445.0,506.99
3854,434.0,507.52
3855,440.0,508.15
3856,436.0,508.4
3857,419.0,508.46
3858,444.0,508.76
3859,440.0,509.01
3860,429.0,508.73
3861,436.0,507.78
3862,437.0,507.64
3863,446.0,508.41
3864,429.0,507.96
3865,444.0,508.39
3866,444.0,508.35
3867,439.0,509.41
3868,414.0,509.13
3869,458.0,507.75
3870,421.0,508.31
3871,447.0,508.67
3872,437.0,508.14
3873,439.0,508.24
3874,451.0,508.41
3875,463.0,506.42
3876,421.0,506.51
3877,438.0,506.56
3878,436.0,507.27
3879,452.0,507.23
3880,456.0,507.77
3881,438.0,506.87
3882,444.0,507.11
3883,448.0,506.6
3884,451.0,504.86
3885,437.0,506.37
3886,452.0,507.4
3887,447.0,507.55
3888,438.0,508.03
3889,454.0,507.11
3890,457.0,507.68
3891,415.0,507.31
3892,429.0,508.44
3893,445.0,508.11
3894,454.0,506.09
3895,443.0,505.02
3896,449.0,506.07
3897,451.0,506.79
3898,430.0,505.25
3899,441.0,506.16
3900,424.0,505.38
3901,437.0,503.9
3902,447.0,504.16
3903,442.0,504.03
