id,time,data_num,label0,label1,label2,label3,label4,label5,label6,label7,label8,label9
51.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54.0,4.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,4.0,100.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
56.0,4.0,100.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
57.0,4.0,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
58.0,4.0,100.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
60.0,4.0,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
61.0,4.0,100.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
62.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
63.0,4.0,100.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
64.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
65.0,1.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
66.0,1.0,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
67.0,1.0,100.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
68.0,1.0,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
69.0,1.0,100.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
70.0,1.0,100.0,0.125,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.125
71.0,1.0,100.0,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.125
72.0,1.0,100.0,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125
73.0,1.0,100.0,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.125
74.0,1.0,100.0,0.125,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.125
75.0,1.0,100.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125
76.0,1.0,100.0,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0
77.0,1.0,100.0,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0
78.0,1.0,100.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
79.0,1.0,100.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.125,0.125
80.0,5.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,5.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83.0,5.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
88.0,5.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,2.0,100.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
91.0,2.0,100.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0
92.0,2.0,100.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
93.0,2.0,100.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0
94.0,2.0,100.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0
95.0,2.0,100.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0
96.0,2.0,100.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25
97.0,2.0,100.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
98.0,2.0,100.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25
99.0,2.0,100.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0
